2023-07-25 05:05:39,774 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 29.0
2023-10-18 05:27:50,583 - {'end_device_ids': {'device_id': 'eui-8cf95720000b8c4c', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B8C4C', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4E0'}, 'correlation_ids': ['as:up:01HD0M29G6ZVB98YDXHYCTS21S', 'gs:conn:01HCN90TA3Z56JF0AAGS8Y39QF', 'gs:up:host:01HCN90TEB0S87W2WQ65MYV0BJ', 'gs:uplink:01HD0M299S8YV88VJ2A6MH8KEH', 'ns:uplink:01HD0M299T82SE68G0MHNWP6YR', 'rpc:/ttn.lorawan.v3.GsNs/HandleUplink:01HD0M299TAYQRM1K0NAFBQQRV', 'rpc:/ttn.lorawan.v3.NsAs/HandleUplink:01HD0M29G62PA70W4T1Q7RGQ3G'], 'received_at': '2023-10-18T05:27:50.534649346Z', 'uplink_message': {'session_key_id': 'AYkkhB9u5MvKvGvIALeVQA==', 'f_cnt': 632, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-10-18T05:27:50.280255Z', 'timestamp': 2318726810, 'rssi': -81, 'channel_rssi': -81, 'snr': 9.8, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEJrt09EIGgwI1tm9qQYQ/oaHnQEgkJON9727Vg==', 'channel_index': 7, 'received_at': '2023-10-18T05:27:48.225891893Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '903700000', 'timestamp': 2318726810, 'time': '2023-10-18T05:27:50.280255Z'}, 'received_at': '2023-10-18T05:27:50.330230216Z', 'consumed_airtime': '0.051456s', 'network_ids': {'net_id': '000013', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-10-19 02:12:06,343 - ---- MQTT process End -------
2023-10-19 05:06:12,205 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-19 05:15:14,321 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-19 05:27:42,680 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-19 05:47:03,935 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-19 05:48:37,310 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 882100.0
2023-10-19 07:08:02,104 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-19 07:14:22,441 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 882500.0000000001
2023-10-19 07:15:01,216 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-19 11:27:42,839 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-19 13:08:02,366 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-19 13:14:22,681 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 883800.0000000001
2023-10-19 13:15:01,308 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-19 17:27:43,009 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-19 19:08:02,608 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-19 19:15:01,443 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-19 23:27:43,166 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-20 01:08:02,841 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-20 01:14:23,020 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 891600.0
2023-10-20 01:14:33,844 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-10-20 01:14:33,844 - {'end_device_ids': {'device_id': 'eui-8cf95720000b7813', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B7813', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4EB'}, 'correlation_ids': ['as:up:01HD5ABYY7CB6C445JHE0Y8H81', 'gs:conn:01HD4QAE145PCEAVVXCP7KKJJG', 'gs:up:host:01HD4QAE5F9P8N268N8676E34N', 'gs:uplink:01HD5ABYQTVFDQMYZN19WNCDCY', 'ns:uplink:01HD5ABYQV87XB59BY5VADP61F', 'rpc:/ttn.lorawan.v3.GsNs/HandleUplink:01HD5ABYQTPS4JVCXQF809VS7W', 'rpc:/ttn.lorawan.v3.NsAs/HandleUplink:01HD5ABYY6TP9KJV7KXWGDP5DZ'], 'received_at': '2023-10-20T01:14:33.798976060Z', 'uplink_message': {'session_key_id': 'AYkt6TJhLVI7+5F7S+/+Lw==', 'f_cnt': 629, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-10-20T01:14:33.534845Z', 'timestamp': 3502982710, 'rssi': -97, 'channel_rssi': -97, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdELaMrYYNGgwI+ajHqQYQ6u6xmwIg8IWp0PniAQ==', 'channel_index': 6, 'received_at': '2023-10-20T01:14:33.594311018Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 8, 'coding_rate': '4/5'}}, 'frequency': '903500000', 'timestamp': 3502982710, 'time': '2023-10-20T01:14:33.534845Z'}, 'received_at': '2023-10-20T01:14:33.595052081Z', 'consumed_airtime': '0.082432s', 'network_ids': {'net_id': '000013', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
2023-10-20 02:17:06,943 - ---- MQTT process End -------
2023-10-20 05:06:12,623 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-20 05:15:14,949 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-20 05:27:43,310 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-20 05:47:04,881 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-20 05:48:37,739 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 894000.0
2023-10-20 07:08:03,066 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-20 07:14:23,004 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 894400.0000000001
2023-10-20 11:27:43,474 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-20 13:08:03,306 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-20 13:14:22,976 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 895800.0
2023-10-20 13:15:01,606 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-20 17:27:43,640 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-20 19:08:03,551 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2200.0
2023-10-20 19:14:23,091 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 898600.0000000001
2023-10-20 19:15:01,979 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-20 23:27:43,795 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-21 01:08:03,782 - Failed to parse payload: '14'
2023-10-21 01:14:23,200 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 903700.0000000001
2023-10-21 01:15:01,936 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-21 02:22:07,582 - ---- MQTT process End -------
2023-10-21 05:06:13,004 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-21 05:15:15,675 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-21 05:27:43,936 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-21 05:47:05,803 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-21 07:08:03,973 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-21 07:14:23,303 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 906500.0
2023-10-21 07:15:01,882 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-21 11:27:44,068 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-21 13:08:04,207 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-21 13:14:23,545 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 907799.9999999999
2023-10-21 13:15:01,971 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-21 17:27:44,218 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-21 19:08:04,413 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-21 19:14:23,506 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 909099.9999999999
2023-10-21 19:15:02,052 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-21 23:27:44,359 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-22 01:08:04,646 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-22 01:15:02,296 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-22 02:27:08,262 - ---- MQTT process End -------
2023-10-22 05:06:13,357 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-22 05:15:16,272 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-22 05:27:44,505 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-22 05:47:06,706 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-22 05:48:38,737 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 912000.0000000001
2023-10-22 07:08:04,884 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-22 07:14:23,980 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 912299.9999999999
2023-10-22 11:27:44,668 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-22 13:08:05,126 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-22 13:14:23,984 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 913600.0000000001
2023-10-22 13:15:02,491 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-22 17:27:44,821 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-22 19:08:05,350 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-22 19:14:24,204 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 914700.0
2023-10-22 19:15:02,467 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-22 23:27:44,988 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-23 01:08:05,592 - Failed to parse payload: '14'
2023-10-23 01:14:24,047 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 915800.0
2023-10-23 01:15:02,661 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-23 02:32:08,929 - ---- MQTT process End -------
2023-10-23 05:06:13,730 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-23 05:15:16,883 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-23 05:27:45,136 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-23 05:47:07,622 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-23 07:08:05,796 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-23 07:14:24,312 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 916900.0
2023-10-23 07:15:02,743 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-23 11:27:45,287 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-23 13:08:06,059 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-23 13:14:24,392 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 918100.0000000001
2023-10-23 13:15:02,735 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-23 17:27:45,474 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-23 19:08:06,293 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-23 19:14:24,387 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 921700.0
2023-10-23 19:15:02,981 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-23 23:27:45,622 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-24 01:08:06,500 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-24 01:14:24,521 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 927500.0
2023-10-24 01:15:03,045 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-24 02:37:09,771 - ---- MQTT process End -------
2023-10-24 05:06:14,113 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-24 05:15:17,377 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-24 05:27:45,757 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-24 05:47:08,563 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-24 05:48:39,614 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 930100.0
2023-10-24 07:08:06,735 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-24 07:14:24,750 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 930500.0
2023-10-24 07:15:03,013 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-24 11:27:45,965 - Failed to parse payload: '14'
2023-10-24 13:08:07,024 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-24 13:14:24,855 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 931800.0
2023-10-24 13:15:03,129 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-24 17:27:46,105 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-24 19:08:07,258 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2300.0
2023-10-24 19:14:25,248 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 934900.0
2023-10-24 19:15:03,237 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-24 23:27:46,253 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-25 01:08:07,472 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b778e/up, Message: Device: Scall2, Current Flow: 2400.0
2023-10-25 01:14:25,499 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b7813/up, Message: Device: Siapa, Current Flow: 940400.0
2023-10-25 01:15:03,313 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-25 02:42:10,474 - ---- MQTT process End -------
2023-10-25 05:06:14,520 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8a57/up, Message: Device: Scall3, Current Flow: 3100.0
2023-10-25 05:15:18,476 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-25 05:27:46,392 - Topic: v3/ifempto@scalldigital/devices/eui-8cf95720000b8c4c/up, Message: Device: Scall1, Current Flow: 5700.0
2023-10-25 05:27:57,609 - Message didn't contain expected 'uplink_message.frm_payload' field
2023-10-25 05:27:57,609 - {'end_device_ids': {'device_id': 'eui-8cf95720000b8c4c', 'application_ids': {'application_id': 'ifempto'}, 'dev_eui': '8CF95720000B8C4C', 'join_eui': '526973696E674846', 'dev_addr': '27FEC4E0'}, 'correlation_ids': ['as:up:01HDJMVHBPFNBAS2EV11R1GF55', 'gs:conn:01HDJ8NER8WNWE5MC4V22D6V75', 'gs:up:host:01HDJ8NEWM7JCF0DPFRR56H81S', 'gs:uplink:01HDJMVGX1PQXQSQC1TMV1RJX3', 'ns:uplink:01HDJMVH178R2EGC8FM0A3KD8S', 'rpc:/ttn.lorawan.v3.GsNs/HandleUplink:01HDJMVGX2BBA5B6JSZSHQP82S', 'rpc:/ttn.lorawan.v3.NsAs/HandleUplink:01HDJMVH7KRMFGP4A8RDEE262J'], 'received_at': '2023-10-25T05:27:57.558707109Z', 'uplink_message': {'session_key_id': 'AYkkhB9u5MvKvGvIALeVQA==', 'f_cnt': 668, 'rx_metadata': [{'gateway_ids': {'gateway_id': 'eui-7076ff007906001d', 'eui': '7076FF007906001D'}, 'time': '2023-10-25T05:27:57.042338Z', 'timestamp': 1763988249, 'rssi': -84, 'channel_rssi': -84, 'snr': 12.2, 'uplink_token': 'CiIKIAoUZXVpLTcwNzZmZjAwNzkwNjAwMWQSCHB2/wB5BgAdEJmmkckGGgsI3c7iqQYQquLnKiCos5KvqzM=', 'channel_index': 3, 'received_at': '2023-10-25T05:27:56.741270415Z'}], 'settings': {'data_rate': {'lora': {'bandwidth': 125000, 'spreading_factor': 7, 'coding_rate': '4/5'}}, 'frequency': '902900000', 'timestamp': 1763988249, 'time': '2023-10-25T05:27:57.042338Z'}, 'received_at': '2023-10-25T05:27:57.223418142Z', 'consumed_airtime': '0.051456s', 'network_ids': {'net_id': '000013', 'tenant_id': 'scalldigital', 'cluster_id': 'nam1', 'cluster_address': 'nam1.cloud.thethings.industries', 'tenant_address': 'scalldigital.nam1.cloud.thethings.industries'}}}
